ID,SMILES,LogP
10949,C(C=1C=CC=2C(=C(NCC(=O)N=2)C3=CC=CC=C3F)C=1)C,4.298
10950,O=S(=O)(O)c1c(ccc(Cl)c1)Oc2ccc(Cl)cc2NC(Nc3cc(c(Cl)cc3)Cl)=O,1.615
10951,C1([N+]([O-])=O)=C(O)C=C(C)C(=C1)Cl,4.378
10952,C1(N(C)C(NC(OCC)=O)=NC1)C=2C=CC(=CC=2)CO,2.339
10953,O=C1C=2C(=CC=CC=2C(=O)N)C(=O)N(CC)C1=O,1.026
10954,ClC=1C=CC=C(Cl)C=1C#N,3.853
10955,N#CC(=CC1=CC=C(I)O1)C(OC)=O,4.983
10956,OCC1C(C(C(O)C(O1)OC2=CC=C3C(C(=CC(O3)=O)C)=C2)O)O,0.856
10957,C(CCCCCCCC=1C=CC=CC=1)C,8.785
10958,[N+]([O-])(=O)C1=CC=C(OC=2C(=CC(Cl)=CC=2)Cl)C=C1,6.236
10959,ClC=1C(=O)N(C(=O)C=1Cl)C2=CC=C(C=C2)F,3.282
10960,C=1(D=CC=CC=1)C(C=2C=CC=CC=2)N=C=S,7.798
10961,C1CCC(C1)N2C=3C(=CC=CC=3)N=N2,3.626
10962,CC(C)CC(C(=O)OCC)NC(CNC(CNC(CCCCSC=1N=CN=C2N=CNC=12)=O)=O)=O,2.043
10963,C=1(C=2SC(=C(C)N=2)C)C(F)=CC(=CC=1)C(C(O)=O)C,5.361
10964,C1(=CC=CN=C1)C(NC=2C=CC(Cl)=CC=2)=O,4.168
10965,CN(C)S(=O)(=O)C1=CC=C(C=C1)N(C)C(CCCC)=O,3.693
10966,CN(C)C1=CC=NC=N1,2.475
10967,C=1(C(=CC=CC=1)F)N,2.868
10968,O([PH](C)=O)CC,0.392
10969,CC(C)(C)C1=CC=C(C=C1)CSC=2C=NN(C(C)(C)C)C(C=2Cl)=O,7.889
10970,C=1C(Cl)=CC=C(C(=O)C)C=1,3.528
10971,C1=C(OC(C=CC(OC)=O)=C1)[N+]([O-])=O,0.963
10972,C1CN1P(N2CC2)(NC(C=3C=CC(OC)=CC=3)=O)=O,2.613
10973,CON(C(NC=1C=CC(Cl)=CC=1)=O)C,3.978
10974,C1=C2C(C=CC=C2)=CC(=C1)CC(O)=O,4.532
10975,C1CN(CCN1CC2=CC=CC(C(OCN3C=4C(C=N3)=C(O)N=CN=4)=O)=C2)C,2.575
10976,C=1C=C(C)C=CC=1N2NC(NC2=S)(CCCC)C3=CC=CC=C3,6.967
10977,O1C2=CC(C=C(C(=O)NCC=3C=CC=C(CNC(C(=CC=4C=C5C(OCO5)=CC=4)C#N)=O)C=3)C#N)=CC=C2OC1,5.875
10978,c1cc(ccc1-c2c(n(C=CC(O)CC(CC(O)=O)O)c(n2)C(C)C)-c3ccc(cc3)F)F,4.778
10979,C1=C([N+]([O-])=O)OC(=C1)C=2NC(SC=2)=NC=O,0.476
10980,C1(=CC=CC(=C1NC2=NCCN2)Cl)C,3.009
10981,O=S(=O)(C1=CC=C(C=C1)C)N,2.645
10982,C1(=CC=CC=C1)C(NCCCN)=O,1.359
10983,N(=CC1=CC=C(Br)C=C1)NC(N)=N,2.756
10984,CC1(C)C(OC2OC(C(C(C2OC3OC(C(O)=O)C(O)C(O)C3O)O)O)C(O)=O)CCC4(C5C(C6(C)CCC7(CCC(C)(C(=O)O)CC7=C6CC5=O)C)(CCC14)C)C,2.923
10985,C(=O)(NC)OC1=CC=C(C=C1)OCC,3.187
10986,C=1C=C(C=CC=1N)OC,2.662
10987,C1CC2(C)C(C#C)(O)CCC2C3CCC4=CC(O)=CC=C4C13,5.3
10988,C1=C(OC(=C1)C=C)[N+]([O-])=O,3.098
10989,O=S(=O)(c1cc(c2c1ccccc2OC)CCC)O,-4.016
10990,O=S1(=O)N=C(C)NC=2C1=CC(=C(N)T=2)Cl,3.95
10991,C(CC(C1CCC2C3C(O)CC4C(CCC(O)C4)(C3CC(O)C12C)C)C)C(NCC(=O)O)=O,2.758
10992,CC(C)(C)C1=CC=C(C)C=C1,5.621
10993,N1C(=N)C=2C(NC1=N)=NC=C(C=2C)CNC3=CC=CC=C3OCC,3.713
10994,C=1C=C(OC)C=C(OC2C(O)C(C(C(O2)CO)O)O)C=1,2.632
10995,c1ccc(c(c1)C(=O)O)O,-1.042
10996,CC(C)(C(=OOC1C2C(C(C=CC2=CC(C)C1)C)CCC3CC(CC(=O)O3)O)CC,7.954
10997,C1(N=CC(NC2=CC=C(Cl)C=C12)=O)C=3C(=CC=CC=3)Cl,4.063
10998,CC(C)=CCCC(CCO)C,4.637
10999,C1CN(CCC1)CC=2C=CC=C(C=2)C(NC=3C(=CC=CC=3C)C)=O,4.769
11000,C=1(Cl)C=CC(Cl)=C(C(O)=O)C=1OC,3.32
11001,O=C1NC(NC(=O)C1=O)=O,-0.475
11002,C=1(N(C([N+](=O)[O-])=CN=1)CC(CO)O)C,0.884
11003,O=C(C)C1=CC=CC(NC(CC2=CC=CC=C2)=O)=C1,4.068
11004,OCC(=O)C1(CCC2C3C(C4(CCC(=O)C=C4CC3)C)(C(CC12C)O)F)O,3.18
11005,CC(C)C(C(NC(C(O)=O)CC(C)C)=O)NC(=O)C(N)CC(C)C,2.376
11006,C(=O)(NN)NC=1C(Cl)=CC=CC=1,1.608
11007,O=S(=O)(C1=CC=CN=C1)NC(N)=O,0.969
11008,CCN(CC)C(=O)C=1C(=CC=CC=1)OCC,3.791
11009,C1=CC=C(C=C1)C(C)CCCCCCCCCC,4.463
11010,C1C2CC3CC1(CC(C2)C3)N4N=NC=N4,3.755
11011,C1COCCN1C=2C=CC=CC=2,2.994
11012,C(C1C(C=CC2=CC(CC(C12)OC(=O)C(CC)C)C)C)CC(O)CC(O)CC(=O)O,5.443
11013,C1C(OC(C1O)CO)N2C=NC3=C2N=CNC3=N,0.424
11014,CC(C)C(NC(C(NC(C(NC(C)=O)C(CC)C)=O)C)=O)C(N)=O,1.013
11015,C(CCCC(CCC)C1=CC=CC=C1)CCCC,7.895
11016,C1CC(CCC1)NC(=O)NN,1.736
11017,C=1(C(=CC=CC=1NC2=NCCN2)C)Cl,3.156
11018,NC1=C(OC2CC=C(N3CCCCCC3=O)C=C2)C=C(O)C=4C(C=5C(C(C1=4)=O)=CC=CC=5)=O,6.068
11019,O(CC#N)C=1C(=CC(=CC=1OC)CC=2C(NC(NC=2)=N)=N)OC,2.113
11020,CC1(C)C2(O)C(C3C4(OC(C)=O)C(CC(O)C3(C)C(=O)C(OC(C)=O)=C1C(C)C(C2)OC(=O)C(O)C)OC4)OC(C=5C=CC=CC=5)=O,1.708
11021,C1(=N)C=CC2=C(N3C(=N2)C=CC=C3)N1,2.544
11022,O=S(=O)(CCCNCC(C)C)C1=CC=C(S(=O)(=O)N)S1,1.629
11023,CC(C)NC(=O)C1=C(O)C(C)=CC(=C1)Br,6.158
11024,O=S(=O)(C1=CC=CC=C1)NS(=O)(=O)C2=CC=CC=C2,0.899
11025,O=[N+]([O-])C=1SC(=NC=1)N=C2SCCN2CCO,2.555
11026,C=1(C=C(C)C(NC(=O)C)=CC=1)O,1.014
11027,C1=C2C(=CN=C1)N(C(C=3C(=CC(OC)=CC=3)OC)=N2)C,4.342
11028,C1(=CC=CC=C1)C2=C(NC(=NCC(C)O)C(C#N)=C2)C,4.45
11029,C1=C(O)C(C)=CC(=C1)O,2.529
11030,S(C=1OC(=NN=1)C2=CC=CC=C2)CC(C3=CC=C(C=C3)OC)=O,5.703
11031,FC(F)(F)C=1C(NN=C(C#N)C#N)=CC=CC=1,5.604
11032,C1CC1NC(=O)NC=2C=CC=CC=2,3.897
11033,CC(C)(C)C1(OC(C(O1)C(=O)N)C(=O)N)C,3.101
11034,N=1C(CC(NC(C(NC(CN)=O)CC2=CCMCC=C2)=O)C(O)=O)=CNC=1,1.904
11035,C1C(C)CC(CC12OC(C(C(C2)=O)C(=NOCC)CCC)=O)C,6.168
11036,C1(C(C(OC(C(NC(=O)C2N(CC(CCCC)C2)CC)C(C)O)C1O)SC)O)O,3.056
11037,O=[N+](C=CC=1C=CC=C(OC)C=1)[O-],3.699
11038,OCC(=O)C1(CCC2C3CCC4=CC(=O)CCC4(C)C3(C(CC12C)=O)F)O,2.815
11039,CC(C)CC(NC(C(CC(C)C)NC(=O)C(CO)N)=O)C(=O)O,0.332
11040,C1(=CC=C(C)N1N=C2NN=C(C=C2)N(CC(C)O)CC(C)O)C,3.494
11041,C1CC(CCC1)CC(C(=O)C2CN(C(=O)O2)CC)NC(C(NC(C(CC3=CC=CC=C3)CC(O)N(CCOCOCCOC)C)=O)CC=4N=CNC=4)=O,6.303
11042,O(C=1C(=CC(=CC=1)CC2=CNC(=N)NC2=N)OC)CC3=CC=CC=C3,4.585
11043,CC(CC=1C(OC)=CC(=C(C=1)OC)SC)N,7.703
11044,FC(F)(F)C1=CC=C2C(NC(=NS2(=O)=O)C)=C1,2.684
11045,C(OCC)(=O)C(C(OCC)=O)=CC=1C=C(C=CC=1)[N+](=O)[O-]=C,5.399
11046,C=1C=C(C(OC(C)=O)=CC=1)C(OCC(N(CCO)C)=O)=O,1.032
11047,FC=1C(F)=C(F)C(F)=C(F)C=1F,3.831
11048,NC(N)=NCCCC(NC(=O)C(NC(C(NC(=O)C)CC(C)C)=O)CC1=CC=CC=C1)C(=O)N,1.402
11049,C(O)(=O)C(N)C=1C=CC=CC=1,-0.572
11050,C(C)(=O)C(C(C)=O)=CC=1C=CC(F)=CC=1,3.065
11051,N(C)C(=O)N(C)C(=O)NC=1C(=CC=C(OC)C=1)F,4.129
11052,FC(F)(F)CCCO,2.464
11053,OC(=O)C(C1=CC=C(C=C1)C=2SC=C(C=C)N=2)C,5.417
11054,CC1=CC(C(COC(=O)C=CC=2C=CC=C(C=2)OC)=O)=C(C)N1C3=NOC(C)=C3,4.862
11055,CC=1C=NN=CC=1,1.125
11056,C1=C2C(C(O)=C3C(=C2O)C(=C4C=CC=C(C4=C3O)OC)O)=C(OC5CC(N(CC#N)CC(=O)O)C(O)C(O5)C)CC1(O)C(C)=O,-3.907
11057,CC(C)OC(=O)CSC=1C(=CC([N+]([O-])=O)=CC=1)Cl,4.57
11058,C1(C)C2C34OOC(CCC3C(C)CC2)(OC4OC1=O)C,7.937
11059,C1(Cl)C(Cl)C(C(C(Cl)C1OC)Cl)Cl,4.448
11060,C1CN1P(N2CC2)(=O)NN=CC=3C=CC(F)=CC=3,1.928
11061,C=1C(=CC=C(F)C=1)C(C=2C=CC(=CC=2)F)CCCN3CCN(CC3)CC(NC4=C(C)C=CC=C4C)=O,6.975
11062,C1CN(CCN1C(C2=CC=CO2)=O)C3=CC=C(NC(=O)C4=C(C(F)=C(F)C(F)=C4F)F)C=C3Cl,7.076
11063,CC(C)(C)C(OC(N1C=CN=C1)=O)COC2=CC=C(C=C2)I,5.884
11064,C1COCCN1CCCC2=CC=C(C=C2)CSC3=CC=C(F)C=C3.C=4(C=CC=CC=4)[N+](=CC5=CC=C(C)C=C5)[O-],7.426
11065,C1(=CN=C(C#N)C=N1)C,2.297
11066,O(C)P(OC)(SCN1C(=O)C2=CC=CC=C2N=N1)=O,2.363
11067,C1CN=C(N1)NC=2C(=CC=C(C=2)Br)Cl,3.637
11068,C=1C=C(C(=CC=1)NC=2C=CC=C(C(C)=O)C=2)C(O)=O,6.077
11069,C1(=C(C=CC=C1OC)C(=O)O)O,3.334
11070,C(C1=CC=C(C=C1)OCC2=CC=CC=C2)CC(=O)O,4.665
11071,O1C2C=3C(C1C(N)C2)=CC=CC=3,2.049
11072,OC=1C(=CC(=CC=1C)Cl)C(NCC)=O,4.924
11073,N1C(NC=CC1=O)=N,0.024
11074,C1(=C(NN=C1C(=O)NC)C)[N+](=O)[O-],1.288
11075,C1CN(CCC1O)CCCC=2C(COC3=CC=C(C=C3)C)=CC=CC=2,4.85
11076,C(C1=CC=CC=N1)CCCCN,2.765
11077,CC(CNCC(C)O)O,0.762
11078,CN(C)C(=O)NN,0.102
11079,C=1C=CC=CC=1CCNC(=O)C,2.67
11080,C1=C(OC(C=C2C(N(C(=N)S2)C)=O)=C1)[N+]([O-])=O,2.434
11081,[N+]([O-])(C1=CC=CC(C2C(C(=NC(C)=C2C(OC)=O)C)C(=O)OCC=CC=3C=CC=CC=3)=C1)=O,5.453
11082,C1C2(OC(=O)CC2)C3C(C4C(C5(CCC(=O)C=C5CC4)C)(CC3)C)C1,1.648
11083,CC(C)CC(NC(=O)C(CC=1C=CC=CC=1)NC(CNC(CNC(=O)C(CC=2C=CC(=CC=2)O)N)=O)=O)C(O)=O,0.832
11084,S(C)(=O)C=1SC(C#N)=C(C=1C#N)Cl,3.736
11085,C(C(C(NC(CC1=CC=CC=C1)C(N)O)=O)NC(=O)C)=O,0.893
11086,C(CN(CC=C)CC=C)=C,4.109
11087,C(O)(CC)C,1.898
11088,C1=NC=2C(NC(=O)N(CC)C=2N1)=O,2.344
11089,CC(C)C(NC(=O)C(C(C)CC)NC(=O)C(NC(C(C(CC)C)N)=O)CC=1C=CC(O)=CC=1)C(=O)O,0.363
11090,OCC(CO)(CO)CC.C1=CC=C(C(O)=C1)C=NNC(=O)C2=CC=C(C=C2)C,2.953
11091,C1(=O)C=CC(=O)N1CCCC(=O)O,1.957
11092,CN(C)C(=O)C1=CC(C)=CC=C1,2.877
11093,C1CCCCN1CCOC(NC2=CC(OCC)=CC=C2=O,6.054
11094,C1=CC(C(=O)OCC=2C=CC=CC=2)=CC=C1,5.771
11095,C1=CC=2NC(=NC=2C=C1Cl)CC3=CC=C(C)C=C3,6.671
11096,C(C)CC(=O)OCC1CCC(O1)N2C=3C(N=C2)=C(N=CN=3)OX,2.62
11097,CC(C)(C)N(NC(=O)C=1C=CC=CC=1)C(C2=CC=CC(Cl)=C2)=O,4.01
11098,C1=C(Br)C=C(Br)C(OCCO)=C1Br,4.612
11099,CC(C)C(NC(=O)CNC(=O)C)C(N)=O,0.07
11100,C(C(CCCC)O)C,3.416
11101,CC=1N=CC=CC=1,2.436
11102,FC(F)(F)CNC,1.381
11103,O=S(=O)(C1=CC=C(OC)C(=C1)C(=O)NCC2CN(CC)CC2)N,1.923
11104,CC(C)(C)N(C(C1=CC=C(C=C1)F)=O)NC(=O)C=2C=CC=CC=2,4.23
11105,C1CCC2(C1)C(=O)NC(NC2=O)=O,1.648
11106,O=S1(=O)CC(NC1C2=CC=CC=C2)=O,1.759
11107,ClC=1C(Cl)=CC=C2C=1OC3=C(O2)C(Cl)=C(Cl)C(Cl)=C3,7.941
11108,C1=2C(CCC3C1C(CC4(C)C(C#C)(O)C(CC34)F)CC)=CC(=CC=2)O,5.398
11109,O=S(=O)(C=1N(N=CC=1C2=NN(N=N2)C)C)NC(N=C3NC(=CC(OC)=N3)OC)=O,2.468
11110,CCCN(CCC)C(=O)SCC,4.077
11111,C1CC(CCC1)CC(N)C,4.345
11112,CC(C)(C)NCC(COC=1C(=CC=CC=1)C#N)O,2.991
11113,C=1N(C(=C(C(C=1)=O)O)C)CCC(NCCC)=O,1.147
11114,C(CCCCCCCCCCCC(=O)OC)=CCCCCCCCC,9.694
11115,CN(C)C=1N=CN=C2SC=CC=12,2.894
11116,FC(F)(F)C1=CC=C(C(NN=C(C(OC)=O)C#N)=C1)Cl,5.65
11117,C(CCCCCCCC(=O)OCC(CC)CCCC)CCC,8.37
11118,C(C)C(CC)NC(C=1C=C(S(=O)(=O)N2CCCC2)C(Cl)=CC=1)=O,5.469
11119,O(C1=CN=C(C=N1)Cl)CC,3.877
11120,OCCN(CCO)C(=O)COC(=O)C(C)C=1C=CC=2C(=CC=C(OC)C=2)C=1,3.706
11121,BrC=1C=CC=C([N+](=O)[O-])C=1C(N)=O,1.693
11122,C1=CC(CC2=CC=C(F)C(NC(=O)N(C)C(NC)=O)=C2)=CC=C1,5.334
11123,C(C1=CC=C(C=C1)OC)CC(=O)O,3.674
11124,C1=2C(C=CC=C1)=NN(N=2)CCO,2.232
11125,NC(=O)CC1=CC=CS1,1.761
11126,C1=C(O)C(=CC(F)=C1)C(NC=2C(C)=CC(=CC=2)Br)=O,6.297
11127,C1CC(CCN1C(=O)C(CC=2C=CC=CC=2)NC(CCCC)C(NC(CC3CCCCC3)C(O)CC(C(C)C)C(=O)NCCN=C4NC(NN4)=N)=O)OCOC,0.612
11128,C1=C(OC(=C1)C=CC=C2C(NC(=NC)S2)=O)[N+]([O-])=O,3.11
11129,OC(CCCCCCCCCCCCCCCCC)=O,8.065
11130,C(CC)CC=1C(C)=CC(=CC=1)NC(=O)C,5.045
11131,OC1C2CCC(C1O)C2,1.862
11132,C1CN1C2=C(C(C=C(N3CC3)C2=O)=O)N4CC4,1.465
11133,C1(=CC=LC=C1)C2=CC=CN2,6.165
11134,C=1C=CC=C2C=CC=C2C=1,4.968
11135,OC(O)C1=CN(CCCCCCCCCCCC)C(=O)C1,3.624
11136,OC1=C(OC)C(Cl)=C(Cl)C(Cl)=C1OC,5.382
11137,O=S(=O)(N)C1=CC=C(C=C1NC(C(CC)CC)=O)Cl,4.171
11138,C1(C(C(OC(C(NC(=O)C2NCC(CCC)C2)C(C)O)C1O)SC)O)O,1.243
11139,C=1(N2C(C(=C(N)C=N2)Cl)=O)C=CC=CC=1,3.912
11140,C=1(N=CC=CC=1)C(OCC)=O,2.964
11141,CN(C)S(=O)(=O)C1=CC=C(N(C(=O)CCCl)C)C=C1,2.488
11142,O1CC(C)OC1=O,0.846
11143,CN(C)C1C(C(OC2C(C(C(C)C(OC(CC)C(O)(C(C(C(C(CC2(C)O)C)=O)C)O)C)=O)OC3OC(C(C(OC)(C)C3)OC=O)C)C)OC(C)C1)O,5.969
11144,O=S(=O)(c1c2ccccc(OC)c2c(CC)c1)O,-4.369
11145,C1CC1C(C2=CC=C(Cl)C=C2)=NOCC=3C=CC(NC(NC(C4=C(C=CC=C4F)F)=O)=O)=CC=3,8.336
11146,C1=C(C)C(=CC=C1Cl)Cl,5.82
11147,CCCCN(CCCC)C(=O)COC(=O)C=1C=CC=CC=1,5.38
11148,O(CC)C=1C=C[N+](=CC=1)[O-],1.055
11149,C=1C=C(C(NC2=CC=CC(O)=C2)=CC=1)C(O)=O,5.471
11150,C1CCCC1(NC(CCCCC)=O)CCC,6.151
11151,CC(C)(C)C1CCCCC1,6.26
11152,O=C(NC=1C(=CC=CC=1)O)C,2.696
11153,C(CCCCC)CC(C1=CC=CC=C1)CCCCC,4.521
11154,N#CC(C#N)=NNC1=C(C=CC=C1Cl)Cl,5.854
11155,C(=CN1C=NC=C1)(Cl)C2=CC=C(Cl)C=C2Cl,5.551
11156,C=1NC=CC(=O)N=1,-1.659
11157,C1(C=2C=CC=CC=2)=C3C(=C(C=4C=CC=CC=4)C=5C=CC=CC1=5)C=CC=C3,8.065
11158,C(CCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCCCC)CCCCCC,12.84
11159,FC(F)(F)C=1C=CC(=CC=1)OCC(OC(N2C=CN=C2)=O)C(C)(C)C,5.614
11160,FC(F)(F)C1=CC(OC2OC(C(C(O)C2O)O)CO)=CC=C1,1.781
11161,C[N+](C)(CCCCCCCCCC)CCCS(=O)(=O)[O-],1.926
11162,C1CC(CCC1)CC(C(=O)C2CN(C(=O)O2)CC)NC(C(NC(C(CC3=CC=CC=C3)CC(O)N(CCOCOCCOC)C)=O)CC=4N=CNC=4)=O,1.935
11163,C(OC1=CC=CC(=C1)Cl)(=O)NC,3.809
11164,CN(C)C(OC=1C=C(C=CC=1)C#N)=O,2.84
11165,CCN(CC)CCNC(C1=CC(=C(N)C=C1OC)Br)=O,4.485
11166,C1=CC(=CC(=O)C=C1)O,2.391
11167,C1=CC=CC=C1C2N(C)C(NC(OC)=O)=NC2,2.867
11168,C1CN(CCN1C(=O)CNC(CN2C(C)=CC3=CC=CC=C3C2=O)=O)C4=CC=CC(=C4)Cl,6.011
11169,CCN(CC)C1=C(N(C(=O)N(C=2C=CC=CC=2)C1=O)C)C,3.658
11170,CN(C)C(=O)NC=1C=CC=C(OC)C=1,4.19
11171,CC(C)CC(N)C(=O)NC(C(=O)NC(C(=O)NC(CC1=CC=CC=C1)C(O)=O)C)CC(C)C,0.28
11172,C(#N)C1=CC=C(C=C1)CN(C)N=O,2.153
11173,n1c(OC)cc(nc1Sc2c(c(Cl)ccc2)C(=O)O)OC,0.482
11174,FC(F)(F)C=1C(C=CC(C)=O)=CC=CC=1,5.252
11175,OCCCCO,0.502
11176,O(C(C(=NC=O)CC1=CC=C(C=C1)OC)=O)CC,3.362
11177,C1(=C(C(=C(C=2N=C(Cl)C=CC=2)N1)C(=O)OC)C(=O)OC)C,4.094
11178,[N+]([O-])(C1=CC=C2C(O)=CC=CC2=C1)=O,4.645
11179,C(CNP1(N(CCCl)CCCO1)=O)Cl,2.164
11180,C(C)N(CC)C=1C(N(C(N(C2=CC=CC=C2)C=1C)=O)C)=O,3.692
11181,OCC(=O)C1(CCC2C3CC=C4C(C)(C=CC(=O)C4)C3C(=O)CC12C)OC(CCCC)=O,5.914
11182,C=1(C=2C(=C(Br)C=C(Br)C=2Br)Br)C(=C(Br)C=C(Br)C=1Br)Br,1.868
11183,C1=CC=C(C(C(=O)OC)=C1)N,3.303
11184,CC(C)(C)N(NC(C=1C=CC=CC=1)=O)C(=O)C=2C(I)=CC=CC=2,4.627
11185,N(C(C1=CC=C(C=C1)OC)=O)(N)C2=CC=CC=C2,3.68
11186,O=S(=O)(O)c1c(ccc(Cl)c1)Oc2ccc(Cl)cc2NC(Nc3cc(c(Cl)cc3)Cl)=O,5.192
11187,O(C)C(C(=COC)C1=CC=CC=C1OC=2N=CN=C(C=2)OC=3C(C#N)=CC=CC=3)=O,1.544
11188,[NH+](=CC(NCC(N=CCCC)=O)=O)[NH-],1.559
11189,O1C(C)=C(C(N)=O)SCC1,0.546
11190,C1C(O1)CCl,1.857
11191,CC(C)CC(C(=O)NC(C(NC(CC=1C=CC=CC=1)C(N)O)=O)C=O)NC(C)=O,1.818
11192,C12=NC=NC(=CC=CS2)Cl,4.297
11193,C12=C(C=CC=C1)C(=CC=C2)NC(N)=S,3.116
11194,CC(C)(C)C(=O)OCOC(=O)C(NC(=O)C1N(CSC1(C)C)S(=O)(=O)C=2C=NN(C)C=2)CC3=CC=C(C=C3)OC(=O)N(C)C,6.581
11195,C=1(C2=C(C(=CC=N2)Cl)C=CC=1)O,4.108
11196,C1CN=C(N=C2SC(=CN2)[N+]([O-])=O)N1C,2.961
11197,C1CN(CCO1)CCCC=2C(CSC=3C=CC=CC=3)=CC=CC=2,7.613
11198,N(O)=CC1=NN=C(O1)C2=CC=CC=C2,3.355
11199,C=1(C(Cl)=CC(Cl)=CC=1)OCCCC(OCC(=O)C2=CC(OC)=C(OC)C(=C2)OC)=O,7.398
11200,O(C(OCN1N=CC2=C(N=CN=C12)O)=O)CC,1.53
11201,CC(C)(C)N(NC(C=1C=CC(=CC=1)Cl)=O)C(C2=CC=CC=C2)=O,4.868
11202,CC(C)NCC(O)COC=1C=CC(=CC=1)COCCOC(C)C,3.161
11203,CN(C)C=1C=CC(=CC=1)C#N,3.815
11204,ClC1=CC=C(NC(=O)CCC)C=C1Cl,5.3
11205,ClC1=C(C)C(=C(OC(C)C(NC=2C=CC=CC=2)=O)C=C1)Cl,6.986
11206,C(CCCC(CCC)C1=CC=CC=C1)CCCC,4.632
11207,CC(C)(C)C=1C=CC(=CC=1)C(=O)O,5.109
11208,C(ON=C(C)C(SC)C)(=O)NC,3.262
11209,C1(=CC(C=2C(=C(C(Cl)=C(Cl)C=2Cl)Cl)Cl)=C(C(Cl)=C1Cl)Cl)Cl,5.256
11210,OCC(C=O)OC(C=O)N1C2=NC=NC(=C2N=C1)O,-0.468
11211,O=CC1=CNC=2C=CC=CC1=2,3.41
11212,C(C)(C(=O)O)=C,2.188
11213,C=1(C(C)=CC=CC=1C)NC(=O)C2N(CCC)CCCC2,4.594
11214,CC(C)(C)NC(C1CN(CC=2C=NC=CC=2)CCN1CC(O)CC(CC3=CC=CC=C3)C(=O)NC4C5=CC=CC=C5CC4O)=O,-0.536
11215,C1=NC=2C(NC(=NC3=CC=CC=C3)NC=2N1CC=C)=O,2.786
11216,C1CN(CCC1)CC,2.868
11217,C=CCNCC,1.813
11218,C1CC(C2=CC=CC=C2)=CCC1,5.687
11219,ClCC#CCCl,3.547
11220,C=1(C=CC=CC=1)OCC(O)CO,2.227
11221,[N+]=1(C=C(C=CC=1)O)[O-],0.911
11222,CN(C)CCC1=CNC2=CC=C(C=C12)CS(=O)(=O)NC,2.343
11223,ClC=1C(Cl)=CC(=CC=1)C(CC#C)(O)C2=CC=CN=C2,4.065
11224,C1(=CC=CC=C1)CCN2CN3C(=NC=4C(=CC=CC=4)C3=O)C2C,3.41
11225,C1=CC=CC(CC(CC2=CC=CC=C2)NC)=C1,5.172
11226,C(CC)CC1=CC=C(NC(OC)=O)C=C1,5.008
11227,O=S(=O)(O)c1cccc(N)c1,-7.526
11228,CC(C)(C)C1=CC(CC2=CC=CC=C2)=NN1,5.799
11229,O(C1C(OC2CC(O)C(C(C)O2)OC3CC(C(O)C(C)O3)O)C(OC(C1)OC4CC5C(C)(CC4)C6CC(O)C7(C(CCC7C=8CC(OC=8)=O)(O)C6CC5)C)C)C,5.728
11230,CC(C)(C)C(=O)OCOC(=O)C1=C(CSC2C(OC)(NC(CSC(F)F)=O)C(=O)N12)CSC=3N(N=NN=3)C,6.027
11231,C1COCCO1,1.827
11232,C1(Br)=CNC(=O)NC1=O,1.269
11233,CN(C)C(=O)NC=1C=CC(=CC=1)OC2=CC=C(C=C2)OC,3.785
11234,C=1(N=CC=CC=1)C(OC)=O,1.39
11235,C(C)N(CC)C(=O)CC=1C=CC=CC=1,4.162
11236,C1(Cl)=C(Cl)C(Cl)=CC(Cl)=C1C=2C=C(C=C(Cl)C=2)Cl,8.361
11237,CC(C)C(C(O)=O)NC(C(CC1=CC=CC=C1)N)=O,2.368
11238,C1CCCCCCC12C(NC(NC2=O)=O)=O,3.399
11239,C1CCCCC1CC(NC(=O)C(CCCC)OC(C(=O)N2CCC(CC2)OCOC)CC=3C=CC=CC=3)C(O)CC(C(C)C)C(=O)NCCN=C4NC(ON4)=N,4.686
11240,C1(C)=CC=C(O)C(=C1)N,2.983
11241,CN(C)C1=NC(=CN=C1)OC,3.576
11242,C1(=O)C(NC(C(O)C=2C=CC=CC=2)=O)C3N1C(C(=CSC=4N(C)N=NN=4)CS3)C(=O)O,0.135
11243,C1CCC(C1)OC(=O)C2C(C3C(N=C2C)=CC(CC3=O)C4=CC=CC=C4OC)C=5C=CC(=CC=5)OC(=O)C,7.776
11244,CC(C)CC(NC(C(C)NC(=O)C)=O)C(N)=O,0.891
11245,S1C(=O)C=2CCCCC=2S1,3.801
11246,C1=C(C=CC(OC2=CC=CC(=C2)Cl)=C1)Cl,7.664
11247,CN(C)C(=O)OCC1=CC=CC(N)=C1,2.546
11248,O=S(=O)(C1=CC=C(C=C1)S(=O)(=O)CCO)N,0.958
11249,O=C(OC)C=1C(C(=O)OC)=CC=CC=1,2.335
11250,C1=C(C=C2C=CC=NC2=C1)OC,3.914
11251,C(C(O)CN1C=CN=C1[N+]([O-])=O)OC=CC,1.557
11252,C=1(C(O)=CC=C(C=1)CC(N)C(=O)OCC(O)C)O,0.792
11253,C1=2NC(NC(C1=CC=CC=2)=O)=N,1.606
11254,O=S(=O)(C=1C=2C=CC=CC=2C=CC=1)C,3.316
11255,C1CCCCN1CCO,2.081
11256,CC(C)(C)C(=O)OCOC(C1N2C(C(C2=O)NC(CC3=CSC(=N)N3)=O)SCC1=CSC4=NN=NN4CCN(C)C)=O,5.173
11257,C(=O)(N)C(NC(C(CC1=CC=CC=C1)NC(=O)C)=O)CCCCN,1.824
